prev_title,curr_title,type,n,ts
Data_engineering,Partition_(databases),link,350,2025-05-10T03:01:00
Main_Page,Data_warehouse,link,99,2025-05-22T21:52:00
Main_Page,PySpark,other,191,2025-05-26T13:23:00
Search,PySpark,link,283,2025-05-11T22:57:00
ETL,SQL,link,173,2025-05-17T11:47:00
Data_engineering,Data_warehouse,link,254,2025-05-18T03:39:00
Apache_Spark,MapReduce,link,356,2025-05-14T04:27:00
Main_Page,Feature_store,external,178,2025-05-15T19:12:00
Category:Machine_learning,MapReduce,link,350,2025-05-15T08:12:00
Data_engineering,RDD,link,228,2025-05-04T14:22:00
Apache_Spark,Apache_Spark,link,381,2025-05-05T07:26:00
Python_(programming_language),RDD,external,38,2025-05-13T23:03:00
ETL,PySpark,link,61,2025-05-09T03:22:00
Main_Page,Data_warehouse,link,471,2025-05-20T19:01:00
Category:Machine_learning,Data_warehouse,link,406,2025-05-10T00:00:00
ETL,RDD,link,392,2025-05-04T03:22:00
Category:Machine_learning,Data_warehouse,link,104,2025-05-24T09:44:00
ETL,MapReduce,link,433,2025-05-04T21:31:00
Main_Page,MapReduce,link,337,2025-05-09T05:01:00
Apache_Spark,Category:Big_data,external,378,2025-05-14T02:16:00
Data_engineering,Category:Big_data,other,490,2025-05-13T23:35:00
ELT,MapReduce,link,456,2025-05-08T06:15:00
ETL,Category:Big_data,link,453,2025-05-14T19:18:00
Main_Page,Dataframe,external,273,2025-05-27T08:50:00
ELT,Feature_store,external,158,2025-05-23T07:14:00
Data_engineering,MapReduce,other,448,2025-05-19T03:33:00
Main_Page,PySpark,link,420,2025-05-24T01:09:00
ELT,Dataframe,link,469,2025-05-12T19:14:00
Category:Machine_learning,SQL,link,418,2025-05-16T03:49:00
ETL,Feature_store,link,278,2025-05-11T07:32:00
ETL,Lakehouse,link,308,2025-05-15T18:15:00
Data_engineering,PySpark,other,70,2025-05-10T21:24:00
ELT,Data_warehouse,link,313,2025-05-25T12:01:00
Main_Page,Lakehouse,link,110,2025-05-27T22:32:00
Search,Broadcast_join,link,210,2025-05-08T00:24:00
Data_engineering,Partition_(databases),link,130,2025-05-17T02:44:00
Main_Page,Dataframe,link,17,2025-05-17T04:18:00
Search,Category:Big_data,link,464,2025-05-18T22:24:00
Category:Machine_learning,Lakehouse,link,105,2025-05-04T18:32:00
ELT,PySpark,link,470,2025-05-12T05:06:00
Apache_Spark,Broadcast_join,link,107,2025-05-17T09:51:00
Category:Machine_learning,SQL,link,110,2025-05-06T20:29:00
Apache_Spark,Dataframe,external,40,2025-05-24T10:13:00
Search,Feature_store,link,228,2025-05-06T21:41:00
Search,Category:Big_data,link,102,2025-05-17T20:07:00
Data_engineering,Feature_store,link,382,2025-05-08T00:56:00
Data_engineering,Data_warehouse,other,322,2025-05-14T15:34:00
ETL,Category:Big_data,link,402,2025-05-28T07:37:00
Python_(programming_language),Dataframe,link,61,2025-05-21T11:09:00
Data_engineering,MapReduce,link,142,2025-05-08T07:49:00
Apache_Spark,SQL,link,38,2025-05-03T01:03:00
ELT,SQL,external,482,2025-05-02T08:29:00
Python_(programming_language),Feature_store,other,75,2025-05-10T00:19:00
Data_engineering,Partition_(databases),link,320,2025-05-01T06:39:00
Data_engineering,Partition_(databases),external,337,2025-05-06T17:52:00
Category:Machine_learning,MapReduce,link,247,2025-05-24T19:45:00
Search,Data_warehouse,link,30,2025-05-26T15:56:00
Python_(programming_language),Partition_(databases),link,497,2025-05-05T23:49:00
Data_engineering,Feature_store,link,491,2025-05-03T08:47:00
Main_Page,MapReduce,external,493,2025-05-06T02:32:00
Category:Machine_learning,Broadcast_join,link,151,2025-05-19T12:45:00
Main_Page,Broadcast_join,link,386,2025-05-12T00:28:00
Main_Page,PySpark,other,298,2025-05-16T09:20:00
Search,PySpark,other,352,2025-05-05T18:32:00
Apache_Spark,Apache_Spark,link,339,2025-05-11T05:08:00
ETL,Feature_store,link,39,2025-05-03T21:42:00
Category:Machine_learning,Broadcast_join,link,143,2025-05-20T13:05:00
Category:Machine_learning,SQL,link,210,2025-05-07T15:00:00
Apache_Spark,SQL,link,110,2025-05-06T14:24:00
ETL,Broadcast_join,external,127,2025-05-04T16:43:00
Apache_Spark,Category:Big_data,link,28,2025-05-02T20:03:00
Data_engineering,Dataframe,link,408,2025-05-09T01:29:00
Apache_Spark,SQL,external,95,2025-05-05T01:16:00
Apache_Spark,Dataframe,link,387,2025-05-28T15:24:00
ELT,Apache_Spark,link,309,2025-05-03T10:34:00
Search,Lakehouse,link,244,2025-05-01T12:04:00
Data_engineering,Partition_(databases),link,294,2025-05-03T10:14:00
Apache_Spark,Dataframe,link,13,2025-05-04T01:02:00
Data_engineering,Lakehouse,link,10,2025-05-14T02:41:00
Category:Machine_learning,Broadcast_join,link,267,2025-05-09T22:59:00
ETL,MapReduce,link,142,2025-05-03T16:00:00
Data_engineering,Dataframe,external,198,2025-05-06T21:28:00
Apache_Spark,Partition_(databases),link,107,2025-05-05T15:18:00
Data_engineering,Lakehouse,link,42,2025-05-21T04:35:00
Main_Page,Category:Big_data,link,328,2025-05-12T20:59:00
Python_(programming_language),MapReduce,other,386,2025-05-13T15:15:00
Category:Machine_learning,Dataframe,link,374,2025-05-04T20:44:00
Apache_Spark,RDD,link,30,2025-05-17T19:22:00
ELT,Broadcast_join,link,400,2025-05-17T23:11:00
Search,MapReduce,other,331,2025-05-13T22:55:00
Python_(programming_language),PySpark,link,146,2025-05-12T07:11:00
ETL,SQL,external,238,2025-05-11T19:13:00
Python_(programming_language),Feature_store,link,356,2025-05-06T09:27:00
Category:Machine_learning,Apache_Spark,other,95,2025-05-05T04:13:00
Python_(programming_language),Dataframe,link,187,2025-05-04T21:53:00
ELT,SQL,link,42,2025-05-20T22:21:00
ETL,Broadcast_join,link,128,2025-05-10T14:25:00
Category:Machine_learning,Data_warehouse,external,81,2025-05-17T15:43:00
ETL,Broadcast_join,external,87,2025-05-05T20:49:00
ETL,MapReduce,link,470,2025-05-05T17:59:00
ETL,Partition_(databases),link,287,2025-05-27T12:58:00
ELT,Dataframe,link,162,2025-05-17T06:15:00
Main_Page,Category:Big_data,link,447,2025-05-03T15:47:00
Main_Page,MapReduce,external,269,2025-05-10T17:27:00
Apache_Spark,Feature_store,link,142,2025-05-17T19:12:00
Category:Machine_learning,Apache_Spark,link,141,2025-05-13T10:57:00
Category:Machine_learning,Category:Big_data,external,186,2025-05-08T01:10:00
ELT,Apache_Spark,link,348,2025-05-05T02:01:00
Search,RDD,link,20,2025-05-10T06:29:00
Search,MapReduce,link,453,2025-05-22T11:41:00
ETL,Feature_store,link,434,2025-05-03T22:18:00
ETL,Category:Big_data,link,155,2025-05-26T21:04:00
Category:Machine_learning,Partition_(databases),link,245,2025-05-23T20:51:00
Apache_Spark,Apache_Spark,link,27,2025-05-13T23:42:00
Apache_Spark,Partition_(databases),link,56,2025-05-08T22:23:00
Category:Machine_learning,Lakehouse,external,442,2025-05-20T19:28:00
Main_Page,Dataframe,link,380,2025-05-19T00:42:00
ETL,Category:Big_data,other,377,2025-05-27T18:30:00
ETL,Feature_store,link,367,2025-05-19T13:56:00
Main_Page,Apache_Spark,link,187,2025-05-21T23:36:00
Main_Page,Category:Big_data,external,147,2025-05-19T04:29:00
Main_Page,Partition_(databases),link,165,2025-05-18T01:16:00
Data_engineering,Lakehouse,link,410,2025-05-19T13:34:00
Apache_Spark,Data_warehouse,link,47,2025-05-26T10:15:00
Apache_Spark,Broadcast_join,external,183,2025-05-16T00:37:00
Main_Page,Dataframe,external,494,2025-05-16T05:01:00
Main_Page,MapReduce,link,449,2025-05-04T06:33:00
Apache_Spark,SQL,link,144,2025-05-10T02:21:00
Search,Broadcast_join,link,15,2025-05-24T08:07:00
Search,Feature_store,external,102,2025-05-15T02:11:00
Python_(programming_language),PySpark,link,65,2025-05-13T22:25:00
Python_(programming_language),Feature_store,other,203,2025-05-26T14:24:00
Category:Machine_learning,Feature_store,link,82,2025-05-05T08:45:00
Python_(programming_language),PySpark,link,453,2025-05-21T13:06:00
Category:Machine_learning,Feature_store,link,219,2025-05-14T21:07:00
ELT,Apache_Spark,other,382,2025-05-19T15:14:00
Python_(programming_language),RDD,link,37,2025-05-18T06:56:00
Category:Machine_learning,PySpark,link,447,2025-05-10T00:37:00
Python_(programming_language),Dataframe,link,337,2025-05-15T08:16:00
Main_Page,Partition_(databases),other,251,2025-05-23T18:43:00
Category:Machine_learning,Feature_store,link,384,2025-05-11T03:50:00
Data_engineering,SQL,link,141,2025-05-15T21:23:00
ELT,Dataframe,link,361,2025-05-10T20:34:00
Main_Page,Dataframe,link,231,2025-05-26T08:31:00
Category:Machine_learning,Dataframe,link,383,2025-05-04T16:46:00
Main_Page,PySpark,external,67,2025-05-19T20:43:00
Search,Feature_store,link,300,2025-05-20T20:17:00
Apache_Spark,Apache_Spark,link,379,2025-05-09T23:00:00
Main_Page,Partition_(databases),external,107,2025-05-03T00:47:00
Apache_Spark,Feature_store,link,27,2025-05-24T18:01:00
Main_Page,Feature_store,link,59,2025-05-17T12:44:00
Python_(programming_language),Broadcast_join,external,499,2025-05-20T23:22:00
Category:Machine_learning,Partition_(databases),external,79,2025-05-04T00:55:00
Data_engineering,Data_warehouse,link,485,2025-05-14T16:58:00
Category:Machine_learning,Lakehouse,link,449,2025-05-06T22:24:00
ELT,Apache_Spark,link,458,2025-05-13T12:18:00
Category:Machine_learning,Lakehouse,link,330,2025-05-28T08:20:00
Python_(programming_language),PySpark,link,217,2025-05-06T05:19:00
ELT,MapReduce,link,484,2025-05-19T00:18:00
Main_Page,SQL,external,408,2025-05-20T17:47:00
Main_Page,RDD,link,474,2025-05-05T17:57:00
Apache_Spark,Category:Big_data,link,157,2025-05-18T12:17:00
Python_(programming_language),Data_warehouse,link,124,2025-05-19T08:50:00
Data_engineering,RDD,other,355,2025-05-22T11:10:00
Search,Apache_Spark,external,451,2025-05-10T21:07:00
Data_engineering,Partition_(databases),other,490,2025-05-14T22:48:00
ELT,Partition_(databases),link,402,2025-05-25T08:20:00
Apache_Spark,MapReduce,external,464,2025-05-02T07:30:00
Main_Page,Lakehouse,other,325,2025-05-21T10:06:00
Python_(programming_language),Category:Big_data,link,293,2025-05-03T14:34:00
ETL,RDD,link,142,2025-05-27T05:53:00
Main_Page,Apache_Spark,link,296,2025-05-07T09:39:00
Data_engineering,Category:Big_data,link,395,2025-05-13T06:29:00
Apache_Spark,Broadcast_join,link,268,2025-05-18T18:42:00
Data_engineering,PySpark,external,442,2025-05-19T19:29:00
Category:Machine_learning,Partition_(databases),link,481,2025-05-06T12:50:00
Apache_Spark,Lakehouse,link,472,2025-05-28T03:41:00
Python_(programming_language),Broadcast_join,link,441,2025-05-19T21:02:00
Main_Page,RDD,link,6,2025-05-10T10:30:00
ELT,Data_warehouse,link,426,2025-05-12T20:42:00
Apache_Spark,SQL,external,221,2025-05-03T17:19:00
Data_engineering,Dataframe,external,240,2025-05-12T15:21:00
Main_Page,Feature_store,link,56,2025-05-27T20:05:00
Python_(programming_language),PySpark,link,85,2025-05-26T10:35:00
ETL,SQL,link,235,2025-05-02T06:19:00
Data_engineering,SQL,link,356,2025-05-11T21:10:00
Category:Machine_learning,Apache_Spark,link,242,2025-05-15T04:24:00
Main_Page,Feature_store,link,454,2025-05-06T11:50:00
ELT,Dataframe,link,72,2025-05-12T03:40:00
Data_engineering,Category:Big_data,external,329,2025-05-24T19:06:00
Category:Machine_learning,RDD,link,201,2025-05-28T04:46:00
ETL,RDD,link,183,2025-05-09T14:27:00
Python_(programming_language),Apache_Spark,link,453,2025-05-01T10:12:00
Search,Partition_(databases),link,210,2025-05-05T09:57:00
ELT,Broadcast_join,link,296,2025-05-21T14:05:00
Search,MapReduce,link,204,2025-05-03T11:47:00
Search,Feature_store,link,34,2025-05-24T07:43:00
Category:Machine_learning,Dataframe,other,56,2025-05-25T19:45:00
ETL,Broadcast_join,link,78,2025-05-28T20:07:00
Data_engineering,Data_warehouse,link,212,2025-05-23T10:54:00
Category:Machine_learning,Dataframe,link,204,2025-05-04T19:45:00
Search,Feature_store,external,118,2025-05-06T16:20:00
Category:Machine_learning,RDD,external,136,2025-05-20T17:06:00
Category:Machine_learning,MapReduce,link,172,2025-05-20T20:21:00
Main_Page,Dataframe,external,395,2025-05-09T07:56:00
Main_Page,Lakehouse,link,272,2025-05-28T15:39:00
Search,RDD,link,425,2025-05-12T06:53:00
ETL,PySpark,link,490,2025-05-19T23:00:00
Search,Partition_(databases),link,202,2025-05-21T12:10:00
ELT,SQL,link,202,2025-05-08T09:39:00
ETL,Partition_(databases),link,361,2025-05-04T06:30:00
Python_(programming_language),Category:Big_data,link,391,2025-05-18T15:28:00
ELT,Lakehouse,link,60,2025-05-14T21:31:00
ELT,MapReduce,link,417,2025-05-10T23:29:00
Apache_Spark,MapReduce,link,57,2025-05-16T11:29:00
ELT,Partition_(databases),link,271,2025-05-02T13:05:00
ELT,PySpark,link,500,2025-05-23T18:29:00
ELT,RDD,link,53,2025-05-13T19:18:00
ELT,Category:Big_data,link,254,2025-05-02T18:16:00
Category:Machine_learning,RDD,link,467,2025-05-27T07:14:00
Apache_Spark,MapReduce,link,402,2025-05-11T18:22:00
Category:Machine_learning,Lakehouse,link,287,2025-05-04T12:30:00
Search,PySpark,link,477,2025-05-25T03:23:00
Data_engineering,SQL,link,406,2025-05-09T21:50:00
Apache_Spark,Category:Big_data,link,123,2025-05-13T11:36:00
ETL,Dataframe,link,258,2025-05-15T15:01:00
Apache_Spark,Lakehouse,link,415,2025-05-17T11:06:00
Apache_Spark,Dataframe,link,98,2025-05-22T22:04:00
ETL,RDD,link,499,2025-05-08T23:48:00
Apache_Spark,Category:Big_data,link,243,2025-05-21T13:26:00
Python_(programming_language),Data_warehouse,link,311,2025-05-10T03:37:00
ETL,PySpark,link,65,2025-05-23T13:11:00
Apache_Spark,Dataframe,external,97,2025-05-11T03:37:00
Data_engineering,SQL,link,395,2025-05-20T15:09:00
Category:Machine_learning,Apache_Spark,other,485,2025-05-12T16:04:00
Search,PySpark,link,329,2025-05-17T05:19:00
Search,Data_warehouse,link,165,2025-05-21T22:24:00
Search,Dataframe,external,120,2025-05-16T21:00:00
Search,RDD,link,107,2025-05-13T12:34:00
Data_engineering,Broadcast_join,link,108,2025-05-20T12:23:00
Category:Machine_learning,PySpark,link,343,2025-05-25T03:16:00
Main_Page,Dataframe,link,441,2025-05-06T20:51:00
ELT,SQL,link,399,2025-05-01T17:12:00
Main_Page,Dataframe,link,39,2025-05-01T18:00:00
ELT,Data_warehouse,link,67,2025-05-04T12:49:00
Main_Page,MapReduce,link,77,2025-05-27T00:17:00
ETL,Apache_Spark,link,456,2025-05-21T06:33:00
Category:Machine_learning,PySpark,link,127,2025-05-22T23:22:00
Category:Machine_learning,Apache_Spark,link,218,2025-05-20T23:08:00
Data_engineering,Broadcast_join,external,131,2025-05-13T21:55:00
ELT,RDD,other,130,2025-05-27T06:04:00
Apache_Spark,Category:Big_data,external,302,2025-05-08T16:37:00
Category:Machine_learning,Apache_Spark,link,116,2025-05-23T03:07:00
Data_engineering,PySpark,external,257,2025-05-22T03:37:00
Category:Machine_learning,Broadcast_join,link,237,2025-05-19T08:07:00
Category:Machine_learning,PySpark,link,463,2025-05-07T02:06:00
Data_engineering,PySpark,other,376,2025-05-21T22:30:00
Main_Page,Apache_Spark,link,80,2025-05-14T03:00:00
Category:Machine_learning,Data_warehouse,link,440,2025-05-22T05:16:00
Main_Page,RDD,external,459,2025-05-04T00:30:00
Python_(programming_language),Broadcast_join,external,447,2025-05-12T05:21:00
ETL,Dataframe,link,135,2025-05-16T01:26:00
ELT,Data_warehouse,external,476,2025-05-22T14:14:00
Category:Machine_learning,Data_warehouse,link,464,2025-05-02T15:27:00
Search,Dataframe,link,197,2025-05-14T00:20:00
Data_engineering,Data_warehouse,external,249,2025-05-10T15:07:00
Main_Page,Data_warehouse,link,7,2025-05-21T21:03:00
Python_(programming_language),Data_warehouse,external,242,2025-05-15T21:18:00
ELT,Apache_Spark,other,148,2025-05-16T00:40:00
Python_(programming_language),Apache_Spark,other,292,2025-05-28T16:51:00
Main_Page,Category:Big_data,link,60,2025-05-28T01:37:00
Category:Machine_learning,SQL,link,373,2025-05-26T20:52:00
Data_engineering,Feature_store,link,447,2025-05-28T02:59:00
ELT,MapReduce,link,104,2025-05-14T10:44:00
Apache_Spark,Apache_Spark,link,47,2025-05-18T01:11:00
Search,Feature_store,link,47,2025-05-09T16:13:00
ELT,Apache_Spark,link,351,2025-05-09T02:12:00
Main_Page,Data_warehouse,link,358,2025-05-18T12:48:00
ELT,Apache_Spark,link,224,2025-05-10T10:46:00
Search,SQL,external,226,2025-05-25T23:53:00
ETL,Broadcast_join,link,34,2025-05-25T22:51:00
Search,SQL,link,221,2025-05-26T20:33:00
Data_engineering,Data_warehouse,link,310,2025-05-20T02:18:00
Main_Page,Lakehouse,link,91,2025-05-20T15:21:00
Search,Lakehouse,link,296,2025-05-09T03:09:00
Category:Machine_learning,SQL,link,200,2025-05-09T21:09:00
Python_(programming_language),Apache_Spark,link,304,2025-05-26T17:07:00
ETL,Category:Big_data,link,291,2025-05-01T16:27:00
Apache_Spark,Category:Big_data,link,118,2025-05-16T15:05:00
Search,Feature_store,link,322,2025-05-20T13:01:00
Search,Dataframe,link,490,2025-05-06T03:50:00
Search,Apache_Spark,link,461,2025-05-05T03:48:00
Search,PySpark,other,85,2025-05-28T23:53:00
Search,RDD,external,495,2025-05-12T02:31:00
ELT,Feature_store,link,429,2025-05-22T01:02:00
ETL,Broadcast_join,external,360,2025-05-23T22:03:00
Python_(programming_language),Apache_Spark,external,234,2025-05-03T14:18:00
ETL,Category:Big_data,link,471,2025-05-25T22:52:00
Category:Machine_learning,RDD,link,249,2025-05-06T00:47:00
Search,Category:Big_data,link,254,2025-05-07T18:08:00
ELT,Dataframe,link,300,2025-05-02T14:30:00
Category:Machine_learning,PySpark,external,195,2025-05-06T06:57:00
Apache_Spark,Category:Big_data,link,384,2025-05-15T18:21:00
ETL,RDD,link,435,2025-05-07T19:15:00
Data_engineering,Category:Big_data,other,395,2025-05-22T00:12:00
Search,Dataframe,link,380,2025-05-20T20:44:00
Python_(programming_language),Lakehouse,link,497,2025-05-11T08:24:00
Main_Page,MapReduce,link,376,2025-05-03T18:56:00
ELT,PySpark,external,326,2025-05-08T15:01:00
Apache_Spark,MapReduce,link,62,2025-05-09T16:54:00
Main_Page,Category:Big_data,other,153,2025-05-12T19:35:00
Apache_Spark,Apache_Spark,link,392,2025-05-06T18:52:00
Python_(programming_language),MapReduce,link,450,2025-05-13T06:35:00
Search,PySpark,link,377,2025-05-10T15:43:00
Category:Machine_learning,SQL,link,74,2025-05-22T23:54:00
ELT,Broadcast_join,link,204,2025-05-12T13:42:00
Main_Page,Dataframe,link,56,2025-05-07T00:41:00
Apache_Spark,SQL,other,368,2025-05-03T19:44:00
Main_Page,MapReduce,link,174,2025-05-05T02:21:00
ETL,Dataframe,link,103,2025-05-04T06:44:00
Search,Partition_(databases),external,266,2025-05-26T23:30:00
Python_(programming_language),SQL,link,187,2025-05-08T07:07:00
Category:Machine_learning,Broadcast_join,external,98,2025-05-18T00:41:00
Data_engineering,Broadcast_join,link,423,2025-05-23T08:27:00
Python_(programming_language),SQL,link,495,2025-05-06T12:58:00
Search,MapReduce,link,351,2025-05-05T11:57:00
Apache_Spark,Data_warehouse,link,134,2025-05-04T22:55:00
ELT,Category:Big_data,external,451,2025-05-12T05:09:00
Data_engineering,Category:Big_data,external,308,2025-05-21T05:05:00
ELT,Apache_Spark,link,236,2025-05-25T13:42:00
Python_(programming_language),RDD,link,254,2025-05-02T04:25:00
Apache_Spark,Category:Big_data,link,412,2025-05-02T21:03:00
ETL,PySpark,link,480,2025-05-21T05:44:00
Data_engineering,Feature_store,link,442,2025-05-11T09:47:00
Search,RDD,other,412,2025-05-10T11:02:00
Main_Page,Partition_(databases),link,364,2025-05-23T12:04:00
ETL,Lakehouse,link,294,2025-05-03T22:23:00
Search,Lakehouse,link,163,2025-05-13T20:16:00
Apache_Spark,MapReduce,link,1,2025-05-24T17:27:00
ELT,PySpark,link,342,2025-05-08T01:59:00
Apache_Spark,Partition_(databases),external,323,2025-05-20T07:37:00
Search,Dataframe,link,126,2025-05-27T11:16:00
Main_Page,PySpark,link,154,2025-05-06T23:20:00
Apache_Spark,MapReduce,external,464,2025-05-05T15:54:00
Category:Machine_learning,Dataframe,external,216,2025-05-26T00:35:00
Apache_Spark,SQL,link,436,2025-05-13T02:26:00
ELT,Broadcast_join,link,240,2025-05-24T22:10:00
ETL,MapReduce,link,478,2025-05-15T03:49:00
ETL,Feature_store,other,318,2025-05-10T15:48:00
Search,PySpark,link,154,2025-05-27T23:21:00
ELT,Partition_(databases),external,474,2025-05-04T03:39:00
Main_Page,SQL,link,84,2025-05-07T21:09:00
Python_(programming_language),MapReduce,link,418,2025-05-13T18:38:00
Data_engineering,PySpark,link,394,2025-05-19T09:04:00
Data_engineering,Partition_(databases),other,379,2025-05-04T03:59:00
Category:Machine_learning,Partition_(databases),link,453,2025-05-20T21:32:00
Main_Page,MapReduce,external,228,2025-05-02T12:11:00
Search,MapReduce,link,280,2025-05-03T15:05:00
Data_engineering,Dataframe,link,333,2025-05-19T09:08:00
Main_Page,Feature_store,link,37,2025-05-26T17:19:00
Data_engineering,SQL,link,347,2025-05-02T05:09:00
Category:Machine_learning,Broadcast_join,link,290,2025-05-15T07:12:00
Data_engineering,Category:Big_data,link,432,2025-05-26T02:44:00
ETL,MapReduce,link,295,2025-05-13T00:02:00
Search,Dataframe,link,244,2025-05-05T21:41:00
ELT,Broadcast_join,link,363,2025-05-10T08:42:00
Python_(programming_language),SQL,external,110,2025-05-08T23:56:00
Python_(programming_language),RDD,link,265,2025-05-19T06:57:00
Python_(programming_language),RDD,link,430,2025-05-03T08:18:00
Data_engineering,Apache_Spark,other,324,2025-05-05T22:08:00
Category:Machine_learning,PySpark,link,348,2025-05-09T23:43:00
Data_engineering,Feature_store,other,337,2025-05-15T07:44:00
ETL,Broadcast_join,other,435,2025-05-13T11:28:00
Apache_Spark,Dataframe,link,194,2025-05-13T09:39:00
Python_(programming_language),Broadcast_join,link,473,2025-05-09T03:51:00
Search,MapReduce,link,192,2025-05-27T21:11:00
Apache_Spark,RDD,link,176,2025-05-03T07:37:00
ELT,Partition_(databases),external,474,2025-05-18T11:59:00
Category:Machine_learning,Lakehouse,other,120,2025-05-19T16:57:00
ETL,PySpark,external,103,2025-05-25T06:46:00
Data_engineering,Apache_Spark,external,101,2025-05-01T07:42:00
Main_Page,MapReduce,link,224,2025-05-18T18:08:00
ETL,Apache_Spark,external,218,2025-05-02T09:32:00
Data_engineering,Lakehouse,external,357,2025-05-20T06:17:00
Category:Machine_learning,Broadcast_join,external,490,2025-05-05T07:53:00
ELT,Broadcast_join,link,69,2025-05-26T21:37:00
Apache_Spark,Data_warehouse,link,404,2025-05-20T20:25:00
Python_(programming_language),Feature_store,other,101,2025-05-28T17:44:00
Main_Page,Partition_(databases),link,58,2025-05-08T22:54:00
ELT,RDD,link,162,2025-05-27T20:48:00
ETL,Category:Big_data,link,254,2025-05-06T05:31:00
Search,Data_warehouse,external,389,2025-05-07T12:15:00
